,CustomerID,pfm_spent,fm_nb_orders,fm_nb_items,fm_total_spent,fm_used_coupon,first_order_month,fm_purchased_accessory,first_item_size,accepts_marketing,wealthy_zip,region,first_item_price_range
1926,Anonymous1753,0.0,2,2,100.0,0,2,0,XS,0,0,S,high
1927,Anonymous2411,0.0,2,2,200.0,0,7,0,No size,0,0,NE,high
1928,Anonymous2413,0.0,2,3,142.0,0,2,0,S,0,1,W,medium
1929,Anonymous15894,0.0,2,2,75.0,0,11,0,XL,0,0,S,high
1930,Anonymous15906,0.0,2,2,95.0,1,10,0,S,0,0,W,high
1931,Anonymous13071,0.0,2,4,190.0,1,10,0,S,1,0,S,high
1932,Anonymous13072,0.0,2,5,240.0,0,2,0,L,0,0,MW,high
1933,Anonymous7884,48.0,1,1,40.0,0,2,0,XL,0,0,W,high
1934,Anonymous5970,0.0,2,5,207.25,1,8,0,S,0,1,MW,high
1935,Anonymous2418,0.0,2,2,76.45,1,7,0,M,1,0,W,high
1936,Anonymous13077,0.0,2,2,43.0,0,12,1,L,0,0,S,low
1937,Anonymous13078,20.0,1,2,69.0,0,7,0,XS,0,0,NE,medium
1938,Anonymous6929,0.0,2,2,85.0,0,5,0,M,0,0,W,low
1939,Anonymous1308,42.4,1,1,15.0,0,8,1,No size,0,0,MW,low
1940,Anonymous2416,48.0,1,5,149.0,0,7,0,XS,1,0,W,medium
1941,Anonymous7879,77.75,1,1,35.0,0,10,0,M,0,0,S,medium
1942,Anonymous4985,0.0,2,2,64.0,0,7,0,M,0,1,W,low
1943,Anonymous4988,0.0,2,2,96.0,0,10,0,L,0,0,MW,high
1944,Anonymous6919,0.0,1,1,48.0,0,8,0,L,0,1,W,high
1945,Anonymous7859,0.0,1,5,205.0,0,10,0,L,0,0,W,high
1946,Anonymous15865,35.0,1,3,133.0,0,5,0,M,0,0,W,medium
1947,Anonymous5997,0.0,1,2,74.7,1,5,0,XL,1,1,W,medium
1948,Anonymous13136,50.0,1,1,50.0,0,12,0,M,0,0,W,high
1949,Anonymous50,0.0,1,3,135.0,0,11,0,S,0,0,W,high
1950,Anonymous13138,25.0,1,1,25.0,0,6,1,No size,1,0,W,low
1951,Anonymous1314,0.0,1,2,92.0,0,12,0,S,0,0,NE,medium
1952,Anonymous7841,50.0,1,1,45.0,1,1,0,M,0,0,W,high
1953,Anonymous5999,0.0,2,2,93.0,1,5,0,S,1,0,W,high
1954,Anonymous13146,50.0,1,1,40.0,0,8,0,M,0,0,S,high
1955,Anonymous15866,20.0,1,1,15.0,0,8,1,No size,0,1,MW,low
1956,Anonymous15927,79.0,1,3,78.0,0,7,0,S,0,0,S,low
1957,Anonymous7856,15.0,1,2,87.0,0,7,0,L,0,0,S,medium
1958,Anonymous1592,0.0,2,5,186.0,0,3,0,S,1,1,S,high
1959,Anonymous1752,0.0,2,2,100.0,0,6,0,XS,1,0,W,high
1960,Anonymous5985,0.0,2,3,135.0,0,11,0,S,0,0,NE,high
1961,Anonymous15922,0.0,1,1,25.0,0,2,1,No size,0,0,MW,low
1962,Anonymous14492,37.5,1,1,34.0,1,10,0,M,0,0,S,high
1963,Anonymous13120,110.0,1,3,122.0,0,11,0,L,0,0,W,medium
1964,Anonymous2394,48.0,1,1,48.0,0,7,0,XS,0,0,W,high
1965,Anonymous15925,0.0,1,1,38.4,1,6,0,M,0,0,NE,high
1966,Anonymous15870,0.0,2,3,112.0,0,9,0,S,0,0,S,medium
1967,Anonymous5953,57.75,1,2,98.0,0,6,0,S,0,0,W,high
1968,Anonymous6948,0.0,2,8,348.0,1,7,0,S,0,0,W,high
1969,Anonymous15788,0.0,2,4,168.0,0,6,0,XL,0,0,W,low
1970,Anonymous6910,0.0,1,2,90.0,0,6,0,L,1,0,W,high
1971,Anonymous610,85.0,1,1,42.5,1,7,0,S,0,0,S,high
1972,Anonymous590,48.0,1,2,34.2,1,1,1,No size,0,0,MW,low
1973,Anonymous14565,48.0,1,2,66.0,0,8,0,L,1,0,MW,low
1974,Anonymous15704,0.0,1,3,104.8,1,5,0,L,1,0,MW,medium
1975,Anonymous5071,0.0,2,2,50.0,0,10,1,No size,1,1,NE,low
1976,Anonymous1729,0.0,2,2,40.0,0,3,1,No size,1,0,W,low
1977,Anonymous1780,48.0,1,1,48.0,0,2,0,L,0,1,W,high
1978,Anonymous5072,0.0,2,2,88.0,0,8,0,S,0,1,W,high
1979,Anonymous6110,35.0,1,4,147.0,0,8,0,M,0,0,NE,low
1980,Anonymous2298,29.75,1,1,37.0,0,8,0,L,0,0,W,medium
1981,Anonymous15712,85.0,1,1,50.0,0,5,0,S,0,0,W,high
1982,Anonymous13326,15.0,1,2,53.0,0,8,0,S,1,1,W,low
1983,Anonymous5063,0.0,2,3,92.0,0,5,0,L,0,0,W,high
1984,Anonymous15991,0.0,2,2,100.0,0,10,0,S,0,0,S,high
1985,Anonymous5904,65.25,1,1,50.0,0,8,0,S,0,0,S,high
1986,Anonymous5902,50.0,1,1,37.0,0,8,0,S,0,0,W,medium
1987,Anonymous15719,0.0,2,3,130.0,0,11,0,S,0,0,S,medium
1988,Anonymous14561,45.0,1,1,42.0,0,7,0,S,1,0,MW,medium
1989,Anonymous14452,30.0,1,1,36.0,1,7,0,XL,0,1,S,medium
1990,Anonymous15715,19.2,1,2,77.0,0,7,0,S,0,0,MW,medium
1991,Anonymous507,0.0,1,2,100.0,0,10,0,M,0,0,MW,high
1992,Anonymous16009,0.0,2,3,125.0,1,7,0,S,1,0,W,high
1993,Anonymous1787,0.0,2,4,196.0,0,10,0,XS,0,1,W,high
1994,Anonymous5081,50.0,1,1,25.0,0,4,1,No size,0,0,S,low
1995,Anonymous7682,0.0,2,2,70.0,0,10,0,S,0,0,W,low
1996,Anonymous7680,57.75,1,2,72.25,1,7,0,M,0,1,W,medium
1997,Anonymous5889,37.5,1,2,95.0,0,5,0,M,1,0,W,medium
1998,Anonymous13371,40.0,1,1,48.0,0,6,0,M,1,0,W,high
1999,Anonymous7679,70.0,1,2,70.0,0,8,0,M,0,1,NE,low
2000,Anonymous14434,36.0,1,1,15.0,0,9,1,No size,0,0,W,low
2001,Anonymous7676,0.0,1,1,32.0,0,9,0,M,1,0,W,low
2002,Anonymous15669,45.0,1,1,45.0,0,1,0,S,0,0,NE,medium
2003,Anonymous14433,46.0,1,3,120.0,0,4,0,L,0,0,S,low
2004,Anonymous13377,50.0,1,3,148.0,0,2,0,M,0,0,W,high
2005,Anonymous2272,0.0,1,2,41.0,0,8,1,No size,0,0,NE,low
2006,Anonymous15681,203.0,1,2,100.0,0,2,0,S,0,0,W,high
2007,Anonymous6118,0.0,2,2,47.5,1,10,1,No size,1,0,S,low
2008,Anonymous7694,0.0,2,2,90.0,0,11,0,L,0,0,MW,high
2009,Anonymous13349,0.0,2,7,235.0,0,6,0,L,0,0,S,low
2010,Anonymous7696,0.0,2,7,295.0,1,9,0,L,0,0,NE,medium
2011,Anonymous13350,50.0,1,1,50.0,0,1,0,S,0,0,MW,high
2012,Anonymous14570,40.0,1,1,37.0,0,9,0,S,0,0,S,medium
2013,Anonymous7693,68.0,1,1,50.0,0,8,0,M,0,0,W,high
2014,Anonymous5892,48.0,1,3,146.0,0,2,0,XL,0,0,S,high
2015,Anonymous7692,35.0,1,2,83.0,0,6,0,XL,0,0,S,low
2016,Anonymous6116,0.0,1,4,108.0,0,7,0,M,1,0,S,medium
2017,Anonymous7891,0.0,2,2,74.0,0,7,0,S,1,0,W,medium
2018,Anonymous6895,105.0,1,1,50.0,0,5,0,M,0,0,MW,high
2019,Anonymous6957,0.0,2,4,154.0,0,8,0,S,0,0,MW,medium
2020,Anonymous1577,0.0,1,1,50.0,0,2,0,L,0,0,W,high
2021,Anonymous15967,50.0,1,1,35.0,0,8,0,S,0,0,W,medium
2022,Anonymous6906,0.0,2,3,120.0,0,5,0,S,0,0,S,low
2023,Anonymous6954,0.0,2,3,96.0,0,1,1,XS,1,1,S,high
2024,Anonymous13255,50.0,1,2,92.0,0,2,0,M,0,0,W,high
2025,Anonymous1777,96.0,1,1,48.0,0,6,0,S,0,0,W,high
2026,Anonymous14542,0.0,2,5,166.4,1,12,0,S,0,0,NE,medium
2027,Anonymous6053,77.0,1,1,50.0,0,8,0,M,0,0,S,high
2028,Anonymous13260,0.0,2,5,158.0,0,8,1,No size,0,0,S,low
2029,Anonymous6054,35.0,1,2,98.0,0,3,0,M,0,0,S,high
2030,Anonymous14545,73.6,1,2,72.0,1,12,0,M,0,0,W,medium
2031,Anonymous15971,0.0,1,1,48.0,0,6,0,XL,0,0,S,high
2032,Anonymous15781,40.0,1,1,29.75,1,9,0,XS,0,0,S,medium
2033,Anonymous776,100.0,1,2,84.0,0,1,0,S,0,1,S,medium
2034,Anonymous13251,122.0,1,5,203.0,0,5,0,S,0,0,S,low
2035,Anonymous13233,0.0,1,1,42.5,1,6,0,L,0,1,S,high
2036,Anonymous5037,80.0,1,2,85.0,0,7,0,M,0,1,NE,high
2037,Anonymous15786,30.0,1,3,120.0,1,5,0,S,0,0,W,low
2038,Anonymous234,0.0,2,2,95.0,1,12,0,S,0,0,S,high
2039,Anonymous1746,50.0,1,1,48.0,0,7,0,S,0,0,NE,high
2040,Anonymous5447,0.0,1,3,53.0,0,3,1,No size,0,0,NE,low
2041,Anonymous13244,0.0,2,7,275.0,0,7,1,No size,1,1,W,low
2042,Anonymous6949,101.7,1,1,50.0,0,11,0,S,0,0,MW,high
2043,Anonymous7762,41.6,1,1,29.75,1,9,0,M,0,0,S,medium
2044,Anonymous7761,0.0,2,2,88.0,0,6,0,M,0,0,W,high
2045,Anonymous15966,35.0,1,1,48.0,0,12,0,L,1,0,W,high
2046,Anonymous7751,40.0,1,1,40.0,0,7,0,S,1,0,W,medium
2047,Anonymous7749,35.0,1,1,50.0,0,9,0,M,0,1,W,high
2048,Anonymous15985,80.0,1,1,50.0,0,2,0,S,0,0,MW,high
2049,Anonymous13288,0.0,1,1,50.0,0,3,0,XS,0,1,W,high
2050,Anonymous1574,0.0,2,3,138.0,0,9,0,M,1,0,W,medium
2051,Anonymous6079,48.0,1,1,48.0,0,2,0,M,0,0,W,high
2052,Anonymous7738,0.0,2,3,83.7,1,1,0,L,0,0,S,low
2053,Anonymous2318,0.0,2,4,140.0,0,7,0,S,0,0,W,low
2054,Anonymous15737,0.0,1,1,40.0,0,8,0,S,0,1,W,high
2055,Anonymous6898,36.0,1,1,45.0,0,8,0,M,1,0,W,high
2056,Anonymous13293,0.0,1,1,50.0,0,11,0,L,0,0,MW,high
2057,Anonymous1736,70.0,1,2,57.0,0,7,0,M,0,0,W,low
2058,Anonymous5055,0.0,2,2,100.0,0,9,0,XL,0,0,NE,high
2059,Anonymous15728,102.0,1,2,85.0,1,5,0,S,0,0,NE,high
2060,Anonymous5907,120.0,1,2,85.0,0,10,0,M,0,0,W,medium
2061,Anonymous15742,0.0,2,2,70.0,0,5,0,S,0,0,MW,medium
2062,Anonymous1576,37.5,1,1,36.0,1,12,0,S,0,0,W,high
2063,Anonymous2327,0.0,1,2,85.0,0,5,0,S,0,0,NE,low
2064,Anonymous6060,0.0,2,6,158.4,1,12,1,No size,0,0,MW,low
2065,Anonymous13273,0.0,2,3,122.0,0,5,0,M,0,0,MW,high
2066,Anonymous547,85.0,1,1,42.5,1,10,0,M,0,0,W,high
2067,Anonymous6062,0.0,2,3,125.3,1,4,0,S,0,1,S,medium
2068,Anonymous13279,40.0,1,2,90.0,1,3,0,XS,0,0,MW,high
2069,Anonymous15756,35.0,1,1,50.0,0,3,0,S,0,0,W,high
2070,Anonymous5471,0.0,2,2,70.0,0,8,0,M,0,0,S,medium
2071,Anonymous14551,0.0,2,2,53.7,1,5,0,S,0,0,NE,low
2072,Anonymous2324,0.0,2,2,85.0,0,5,0,L,0,0,MW,high
2073,Anonymous5049,0.0,2,6,261.0,1,6,0,L,1,0,S,low
2074,Anonymous15754,36.0,1,1,48.0,0,5,0,S,0,1,NE,high
2075,Anonymous15389,15.0,1,2,77.0,0,8,0,S,0,1,W,medium
2076,Anonymous15415,0.0,2,3,124.0,0,12,0,L,0,0,W,high
2077,Anonymous14046,0.0,2,2,68.75,1,12,1,M,0,0,MW,high
2078,Anonymous15054,12.0,1,3,83.0,0,7,0,S,1,1,W,medium
2079,Anonymous15052,0.0,1,1,45.0,0,8,0,XL,0,0,W,high
2080,Anonymous16441,0.0,1,1,40.0,0,11,0,M,0,0,MW,high
2081,Anonymous6540,0.0,1,1,45.0,1,12,0,S,0,1,NE,high
2082,Anonymous14045,130.0,1,1,34.0,1,8,0,S,0,0,S,medium
2083,Anonymous16314,0.0,2,5,190.0,1,5,0,XS,0,0,NE,high
2084,Anonymous6760,0.0,2,2,88.0,0,7,0,L,0,0,W,high
2085,Anonymous15047,85.0,1,2,85.0,1,8,0,M,0,0,NE,high
2086,Anonymous14049,0.0,2,2,100.0,0,1,0,L,0,0,S,high
2087,Anonymous6727,0.0,2,4,157.0,0,9,0,M,0,1,MW,medium
2088,Anonymous7069,0.0,2,2,70.0,0,5,0,S,0,1,NE,low
2089,Anonymous14797,50.0,1,2,92.0,0,1,0,S,0,0,W,medium
2090,Anonymous1965,72.0,1,1,36.0,1,11,0,S,0,0,S,high
2091,Anonymous14037,0.0,2,5,220.0,1,6,0,M,0,0,W,high
2092,Anonymous1631,20.0,1,1,45.0,1,3,0,XS,0,1,S,high
2093,Anonymous5304,120.0,1,2,92.0,0,3,0,M,0,0,W,high
2094,Anonymous14023,125.5,1,2,75.0,0,10,0,XS,1,0,W,high
2095,Anonymous6738,0.0,2,8,368.0,0,10,0,S,0,1,NE,medium
2096,Anonymous7239,0.0,2,3,107.1,1,2,0,XS,0,0,S,high
2097,Anonymous5677,40.0,1,1,35.0,0,9,0,M,0,0,W,medium
2098,Anonymous7236,138.75,1,2,69.0,0,3,0,M,0,0,S,low
2099,Anonymous5309,0.0,2,2,96.0,0,6,0,S,0,0,MW,high
2100,Anonymous1507,0.0,1,1,37.6,1,4,0,S,0,0,W,high
2101,Anonymous14293,0.0,2,4,154.0,1,11,0,XS,0,0,NE,low
2102,Anonymous1847,0.0,2,5,215.0,0,8,0,L,0,0,NE,low
2103,Anonymous14033,48.0,1,1,22.5,1,7,1,No size,0,0,W,low
2104,Anonymous14034,85.0,1,1,50.0,0,5,0,S,0,0,W,high
2105,Anonymous14051,0.0,2,3,115.5,1,9,0,XS,0,0,W,high
2106,Anonymous14052,0.0,1,1,25.0,0,8,1,No size,0,0,W,low
2107,Anonymous14080,40.0,1,1,45.0,1,4,0,M,1,1,W,high
2108,Anonymous720,0.0,2,2,85.0,0,9,0,XL,0,0,NE,medium
2109,Anonymous1643,0.0,1,3,93.0,0,11,1,XS,0,0,W,high
2110,Anonymous72,139.5,1,1,45.0,0,4,0,XL,0,0,W,high
2111,Anonymous1633,35.0,1,1,16.0,0,2,1,No size,1,0,MW,low
2112,Anonymous7197,50.0,1,1,50.0,0,7,0,L,0,0,MW,high
2113,Anonymous6568,106.5,1,4,131.75,1,9,0,M,0,1,NE,medium
2114,Anonymous6569,0.0,2,3,127.0,0,7,0,M,1,0,W,high
2115,Anonymous5654,0.0,1,2,85.0,1,7,0,S,0,0,W,high
2116,Anonymous7076,50.0,1,1,50.0,0,5,0,M,0,0,W,high
2117,Anonymous15008,50.0,1,3,97.0,0,2,1,S,1,0,S,low
2118,Anonymous7191,0.0,2,4,183.0,0,5,0,S,1,0,NE,high
2119,Anonymous6563,0.0,2,2,100.0,0,5,0,XS,0,0,S,high
2120,Anonymous6720,69.0,1,2,69.0,1,11,0,M,0,0,S,high
2121,Anonymous1850,0.0,2,6,227.5,1,7,0,XS,0,0,S,high
2122,Anonymous14277,50.0,1,1,43.2,1,4,0,S,1,0,S,high
2123,Anonymous1406,0.0,2,4,170.0,0,9,0,S,0,0,NE,high
2124,Anonymous7218,0.0,2,5,196.0,1,10,0,S,0,0,S,high
2125,Anonymous5660,40.0,1,1,50.0,0,12,0,M,1,0,W,high
2126,Anonymous1428,0.0,1,2,85.0,1,5,0,M,1,0,S,high
2127,Anonymous5323,153.0,1,2,85.0,0,5,0,M,0,1,NE,medium
2128,Anonymous7207,48.0,1,1,50.0,0,5,0,XS,0,0,MW,high
2129,Anonymous14812,35.0,1,1,45.0,1,4,0,S,1,0,S,high
2130,Anonymous6558,25.0,1,1,50.0,0,7,0,S,0,1,S,high
2131,Anonymous533,0.0,2,2,100.0,0,2,0,XS,1,0,W,high
2132,Anonymous16327,0.0,1,1,48.0,0,6,0,XS,0,0,NE,high
2133,Anonymous1975,0.0,2,4,155.0,0,3,1,No size,0,1,W,low
2134,Anonymous15075,0.0,1,2,85.0,1,7,0,S,0,1,NE,high
2135,Anonymous6499,45.0,1,1,43.2,1,8,0,S,0,0,MW,high
2136,Anonymous15124,129.0,1,3,135.0,1,9,0,L,0,0,S,high
2137,Anonymous7278,0.0,1,1,15.0,0,7,0,M,0,0,W,low
2138,Anonymous7277,0.0,2,5,197.0,0,11,0,S,0,1,W,medium
2139,Anonymous7275,0.0,2,4,200.0,0,10,0,L,0,0,MW,high
2140,Anonymous6500,72.75,1,1,25.0,0,6,1,No size,0,0,S,low
2141,Anonymous1512,0.0,2,2,41.0,0,6,1,No size,0,0,S,low
2142,Anonymous14770,0.0,2,2,100.0,0,7,0,S,0,0,S,high
2143,Anonymous15116,0.0,2,3,125.0,0,11,0,M,0,0,W,medium
2144,Anonymous15112,0.0,1,1,45.0,1,11,0,M,0,0,W,high
2145,Anonymous15111,48.0,1,1,45.0,0,7,0,M,0,1,W,medium
2146,Anonymous7048,35.0,1,1,50.0,0,5,0,XS,0,1,W,high
2147,Anonymous1399,0.0,2,5,210.0,0,7,0,M,1,0,S,medium
2148,Anonymous5406,0.0,2,5,182.0,0,3,0,M,1,0,W,low
2149,Anonymous6495,0.0,2,2,90.0,0,3,0,L,0,0,S,high
2150,Anonymous5562,0.0,1,1,37.5,1,12,0,S,0,1,MW,high
2151,Anonymous6757,37.0,1,3,114.0,0,8,0,S,0,1,NE,medium
2152,Anonymous7295,0.0,2,2,80.0,1,5,0,S,0,1,NE,high
2153,Anonymous6480,0.0,1,1,43.2,1,5,0,S,0,0,MW,high
2154,Anonymous6758,80.0,1,1,35.0,0,8,0,XL,0,1,MW,medium
2155,Anonymous6482,0.0,2,2,72.0,0,5,1,S,0,0,W,high
2156,Anonymous16277,132.0,1,2,93.5,1,9,0,L,0,1,NE,high
2157,Anonymous15139,0.0,2,7,290.0,0,5,0,M,1,0,W,high
2158,Anonymous15137,0.0,1,3,112.0,0,3,0,M,0,0,NE,high
2159,Anonymous13953,24.0,1,2,60.0,0,11,0,M,0,0,W,medium
2160,Anonymous15136,145.0,1,4,170.0,0,1,0,S,1,0,NE,high
2161,Anonymous729,0.0,2,2,87.0,0,9,0,S,0,1,NE,high
2162,Anonymous14319,0.0,2,5,203.0,0,8,0,S,0,0,S,medium
2163,Anonymous6492,42.0,1,4,165.6,1,1,0,XS,0,0,W,high
2164,Anonymous15133,0.0,2,3,94.0,0,6,0,L,0,0,S,low
2165,Anonymous7043,45.0,1,1,43.2,1,10,0,M,0,0,W,high
2166,Anonymous15131,0.0,2,2,100.0,0,10,0,L,0,1,W,high
2167,Anonymous15103,0.0,1,1,45.0,0,10,0,M,0,0,NE,medium
2168,Anonymous16293,0.0,2,5,190.55,1,5,0,S,0,0,W,low
2169,Anonymous14007,85.0,1,2,83.0,0,5,0,L,0,0,W,medium
2170,Anonymous14791,0.0,1,4,133.0,0,10,0,S,1,0,NE,medium
2171,Anonymous15082,0.0,1,3,118.0,0,5,0,S,0,1,NE,low
2172,Anonymous674,0.0,2,3,148.0,0,5,0,S,0,0,S,high
2173,Anonymous15079,58.4,1,4,158.0,0,7,0,S,0,0,W,medium
2174,Anonymous7060,0.0,2,2,90.0,0,2,0,M,0,0,MW,medium
2175,Anonymous163,50.0,1,2,90.0,0,10,0,S,0,0,W,high
2176,Anonymous6523,48.0,1,2,70.0,0,5,0,M,1,0,MW,low
2177,Anonymous1982,72.0,1,1,48.0,0,5,0,L,0,0,NE,high
2178,Anonymous15091,160.0,1,1,45.0,1,3,0,S,0,0,W,high
2179,Anonymous13993,40.0,1,2,68.0,0,6,0,L,0,0,W,low
2180,Anonymous13994,0.0,2,2,100.0,0,4,0,XL,0,0,W,high
2181,Anonymous6512,0.0,2,7,275.0,1,5,0,S,0,0,S,low
2182,Anonymous7261,25.0,1,1,48.0,0,5,0,M,1,1,W,high
2183,Anonymous6515,0.0,2,5,203.0,1,7,0,M,0,0,NE,high
2184,Anonymous6521,0.0,2,5,200.0,1,9,0,L,1,0,W,high
2185,Anonymous1400,130.0,1,2,85.0,0,9,0,S,0,1,S,high
2186,Anonymous658,0.0,2,2,100.0,0,10,0,XL,0,0,MW,high
2187,Anonymous1934,90.0,1,1,48.0,0,5,0,XL,0,0,MW,high
2188,Anonymous16338,30.0,1,2,77.0,0,10,0,M,0,0,S,high
2189,Anonymous1425,0.0,1,1,21.0,0,8,0,S,0,1,NE,low
2190,Anonymous5385,32.0,1,1,25.0,0,3,1,No size,0,0,W,low
2191,Anonymous1894,0.0,2,2,60.0,0,11,1,No size,0,0,MW,low
2192,Anonymous6640,0.0,2,5,242.0,0,1,0,M,0,0,W,high
2193,Anonymous14929,42.5,1,1,45.0,1,3,0,XS,1,0,MW,high
2194,Anonymous14926,0.0,2,4,142.25,1,11,0,L,0,1,W,high
2195,Anonymous6699,85.0,1,1,48.0,0,5,0,L,0,0,S,high
2196,Anonymous6698,48.0,1,1,48.0,0,6,0,M,0,0,W,high
2197,Anonymous14195,50.0,1,2,62.0,0,7,0,L,1,0,NE,low
2198,Anonymous6645,15.0,1,2,66.0,0,10,0,S,0,0,MW,high
2199,Anonymous14243,0.0,2,4,141.0,1,7,0,S,1,0,S,high
2200,Anonymous14918,37.5,1,1,48.0,0,2,0,L,0,0,S,high
2201,Anonymous189,40.0,1,1,50.0,0,12,0,L,0,0,W,high
2202,Anonymous14851,0.0,1,1,48.0,0,6,0,M,0,0,S,high
2203,Anonymous16414,45.0,1,2,61.0,0,7,0,S,0,1,S,medium
2204,Anonymous14185,0.0,2,3,116.0,0,10,1,No size,1,0,W,low
2205,Anonymous1896,47.0,1,2,56.0,0,1,0,M,0,0,W,low
2206,Anonymous14169,85.0,1,1,42.5,1,8,0,S,0,1,NE,high
2207,Anonymous1899,0.0,2,3,117.0,0,10,1,No size,1,0,MW,low
2208,Anonymous14175,132.0,1,2,70.0,0,5,0,XL,0,0,W,low
2209,Anonymous6635,50.0,1,1,40.0,0,7,0,S,1,0,W,medium
2210,Anonymous7134,0.0,1,2,31.0,0,12,1,M,0,0,NE,low
2211,Anonymous6636,0.0,1,5,190.0,1,7,0,S,0,0,W,low
2212,Anonymous14177,78.0,1,1,35.0,0,9,0,S,0,0,W,medium
2213,Anonymous7133,0.0,1,1,48.0,0,5,0,L,0,0,S,high
2214,Anonymous7131,75.0,1,1,45.0,1,3,0,S,0,0,NE,high
2215,Anonymous16373,0.0,1,1,45.0,1,3,0,XS,1,0,W,high
2216,Anonymous14842,48.8,1,1,16.0,0,11,1,No size,0,1,NE,low
2217,Anonymous1866,30.0,1,2,85.0,1,7,0,XS,0,0,W,high
2218,Anonymous16374,26.25,1,1,45.0,1,2,0,XL,0,0,W,high
2219,Anonymous16375,14.4,1,1,16.0,0,6,1,No size,0,0,MW,low
2220,Anonymous712,0.0,1,2,77.0,0,9,0,S,0,0,W,low
2221,Anonymous14202,50.0,1,1,50.0,0,9,0,S,0,0,W,high
2222,Anonymous14939,140.0,1,4,155.0,1,8,0,L,0,0,W,low
2223,Anonymous14234,0.0,2,2,95.0,1,1,0,M,0,0,NE,high
2224,Anonymous5605,35.0,1,2,72.25,1,11,0,M,0,0,S,medium
2225,Anonymous7104,48.0,1,1,50.0,0,2,0,M,0,0,MW,high
2226,Anonymous16407,40.0,1,1,45.0,1,1,0,M,0,0,W,high
2227,Anonymous14225,0.0,2,3,110.75,1,11,1,L,1,0,NE,medium
2228,Anonymous16395,0.0,2,3,146.0,0,2,0,M,1,0,W,high
2229,Anonymous14227,0.0,2,2,100.0,0,10,0,S,0,0,NE,high
2230,Anonymous14230,40.0,1,1,40.0,0,2,0,XL,0,0,MW,high
2231,Anonymous164,0.0,1,2,71.0,0,2,0,M,0,0,S,low
2232,Anonymous14856,0.0,1,4,170.0,1,9,0,XL,1,0,NE,high
2233,Anonymous5382,86.4,1,2,96.0,0,5,0,S,0,1,W,high
2234,Anonymous14241,48.0,1,1,50.0,0,12,0,XS,0,0,S,high
2235,Anonymous6661,48.0,1,1,42.0,0,7,0,S,0,0,S,medium
2236,Anonymous14207,143.0,1,2,72.25,1,7,0,L,0,0,S,medium
2237,Anonymous7097,0.0,2,4,166.0,0,6,0,L,0,0,W,medium
2238,Anonymous1421,0.0,2,3,117.0,0,10,0,M,0,0,W,medium
2239,Anonymous6650,35.0,1,1,45.0,1,1,0,XS,0,1,NE,high
2240,Anonymous14910,0.0,1,3,57.0,0,4,1,No size,0,0,W,low
2241,Anonymous6651,0.0,2,7,310.0,1,7,0,S,1,0,S,high
2242,Anonymous14909,0.0,2,3,135.0,0,5,0,S,0,0,NE,high
2243,Anonymous561,96.0,1,2,80.0,0,11,0,S,0,1,S,medium
2244,Anonymous16387,40.0,1,1,48.0,0,3,0,M,0,0,W,high
2245,Anonymous16388,0.0,2,3,144.0,0,6,0,S,0,0,W,high
2246,Anonymous6693,67.5,1,1,50.0,0,9,0,L,0,0,S,high
2247,Anonymous149,0.0,2,7,280.0,1,10,0,L,0,0,W,high
2248,Anonymous1903,138.6,1,1,45.0,0,2,0,M,0,0,MW,medium
2249,Anonymous1932,48.0,1,1,50.0,0,4,0,L,0,0,W,high
2250,Anonymous14266,36.0,1,1,20.0,0,1,1,No size,0,1,NE,low
2251,Anonymous16351,317.0,1,2,41.0,0,6,1,No size,0,0,S,low
2252,Anonymous1924,28.0,1,2,85.0,0,10,0,M,0,0,S,low
2253,Anonymous14115,0.0,1,1,25.0,0,8,1,No size,0,0,W,low
2254,Anonymous14830,0.0,2,3,126.5,1,5,0,M,0,0,NE,high
2255,Anonymous7174,0.0,2,7,275.0,1,7,0,M,0,0,MW,medium
2256,Anonymous14119,0.0,2,3,130.0,0,11,0,XS,0,1,W,high
2257,Anonymous1920,168.0,1,4,155.0,1,5,0,M,0,0,W,high
2258,Anonymous14983,35.0,1,2,42.0,0,2,0,S,0,0,W,low
2259,Anonymous660,0.0,2,3,117.25,1,5,0,M,0,0,NE,high
2260,Anonymous5343,15.0,1,3,140.0,1,9,0,XS,0,0,S,high
2261,Anonymous7167,139.4,1,1,50.0,0,12,0,S,0,0,MW,high
2262,Anonymous14128,0.0,2,3,100.80000000000001,1,10,1,No size,0,1,W,low
2263,Anonymous14111,0.0,2,5,213.3,1,12,0,S,0,0,W,medium
2264,Anonymous14109,50.0,1,1,45.0,1,2,0,L,0,0,NE,high
2265,Anonymous14130,50.0,1,1,16.0,0,6,1,No size,0,1,NE,low
2266,Anonymous1483,0.0,2,2,100.0,0,2,0,M,0,0,NE,high
2267,Anonymous5649,0.0,2,2,100.0,0,12,0,M,0,0,W,high
2268,Anonymous5648,85.0,1,1,50.0,0,1,0,M,0,0,W,high
2269,Anonymous7184,158.75,1,3,117.0,0,11,0,M,0,0,S,medium
2270,Anonymous5646,40.8,1,1,45.0,1,4,0,M,0,0,W,high
2271,Anonymous1410,0.0,1,1,15.0,0,12,1,No size,1,0,W,low
2272,Anonymous7183,48.0,1,1,50.0,0,5,0,S,0,0,S,high
2273,Anonymous14101,85.0,1,1,50.0,0,5,0,S,0,0,W,high
2274,Anonymous5644,50.0,1,1,50.0,0,7,0,M,0,0,S,high
